title,Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment
covid19 drug shortages call action,0,0,0,0,1,0,0
rapid expert consultations covid19 pandemic march 14 2020april 8 2020,0,0,0,0,1,0,0
hand hygiene among health care workers covid19 pandemic challenges recommendations,0,0,0,0,1,0,0
neuraxial anaesthesia peripheral nerve blocks covid19 pandemic literature review practice recommendations,0,0,0,0,1,0,0
ayurvedic treatment covid19sarscov2 case report,1,0,0,0,0,0,0
comparing south korea italys healthcare systems initiatives combat covid19,0,0,0,0,1,0,0
evaluation risk perception covid19 disease communitybased participatory study,0,0,0,0,1,0,0
intensive care management coronavirus disease 2019 covid19 challenges recommendations,0,0,0,0,1,0,1
novel coronavirus pneumonia covid19 pictorial review chest ct features,0,1,0,0,0,0,0
liver transplantation covid19 case report cross comparison two identical twins covid19,1,0,0,0,0,0,0
call action sarscov2 cerebrovascular disorders cascade,0,0,0,0,1,0,0
pediatric inflammatory multisystem syndrome time collaborate,0,1,0,0,0,0,1
silico drug repurposing covid19 targeting sarscov2 proteins docking consensus ranking,0,0,0,1,0,0,1
review possible modes action chloroquinehydroxychloroquine repurposing sarcov2 covid19 pandemic,0,0,0,0,0,0,1
covid19 cardiovascular health among patients cancer,0,1,0,0,1,0,1
basic reproduction number new coronavirus pandemic mortality india syrian arab republic united states yemen china france nigeria russia different rate cases,0,0,1,0,0,0,0
virtual outreach using social media reach spanishspeaking agricultural workers covid19 pandemic,0,0,0,0,1,0,0
covid19 outbreak challenges pharmacotherapy based pharmacokinetic pharmacodynamic aspects drug therapy patients moderate severe infection,0,0,0,0,0,0,1
possible affective cognitive cerebellar syndrome young patient covid19 cns vasculopathy stroke,1,0,0,0,0,0,0
successful management seven cases critical covid19 early noninvasiveinvasive sequential ventilation algorithm bundle pharmacotherapy,1,0,0,0,0,0,0
compassionate use remdesivir pregnant women severe covid19,0,0,0,0,0,0,1
combating spread covid19 community participation,0,0,0,0,1,0,0
association incubation period clinical characteristics patients covid19,0,1,0,0,0,0,0
validation selfadministered olfactory gustatory test remotely evaluation covid19 patients home quarantine,0,0,0,0,1,0,0
coagulopathy endothelial dysfunction thrombotic microangiopathy complement activation potential role complement system inhibition covid19,0,0,0,1,0,0,1
covid19 multiorgan response,0,1,0,1,0,0,1
redeployment surgical trainees intensive care covid19 pandemic evaluation impact training wellbeing,0,0,0,0,1,0,0
acute lower limb ischemia clinical presentation covid19 infection,1,0,0,0,0,0,0
computational approach drug repurposing sarscov2 rna dependent rna polymerase rdrp,0,0,0,1,0,0,1
prediction severity coronavirus disease adverse clinical outcomes,0,1,0,0,0,0,1
lung microbiome coronavirus disease 2019 covid19 possible link implications,0,0,0,1,0,0,1
paradigm shift drug information centers covid19 pandemic,0,0,0,0,1,0,0
genetic counseling covid19 pandemic tuscany experience,0,0,0,0,1,0,0
drivethrough testing unique efficient method collecting large volume specimens sarscov2 covid19 pandemic,0,0,0,0,1,0,0
surgical economic psychological impacts sarscov2 kansas community hospital system,0,0,0,0,1,0,0
measures undertaken china avoid covid19 infection internetbased crosssectional survey study,0,0,0,0,1,0,0
2019 novel coronavirus covid19 pandemic built environment considerations reduce transmission,0,0,0,0,0,1,0
,0,1,0,0,0,0,0
infectious risk covid19 patients longterm fecal 2019ncov nucleic acid positive,0,1,0,0,0,0,0
nursing continuing professional developmenta paradigm shift,0,0,0,0,1,0,0
systematic review noncontact sensing developing platform contain covid19,0,1,0,0,1,0,0
covid19 management cancer center icu storm,0,0,0,0,1,0,0
applicability curb65 pneumonia severity score outpatient treatment covid19,0,1,0,0,0,0,1
covid19 gastrointestinal symptomsa case report,1,0,0,0,0,0,0
linking ace2 angiotensin ii pulmonary immunovascular dysregulation sarscov2 infection,0,0,0,1,0,0,1
knowledge perceptions covid19 among medical allied health science students india online crosssectional survey,0,0,0,0,1,0,0
screening healthcare workers sarscov2 highlights role asymptomatic carriage covid19 transmission,0,0,0,0,1,1,0
returning orthopaedic business usual covid19 strategies options,0,0,0,0,1,0,0
cryoem structure 2019ncov spike prefusion conformation,0,0,0,1,0,0,1
opioid substitution therapy buprenorphinenaloxone covid19 outbreak india sharing experience interim standard operating procedure,0,0,0,0,1,0,0
dental care coronavirus disease 2019 covid19 outbreak operatory considerations clinical aspects,0,0,0,0,1,0,0
early experience infectious tropical diseases unit coronavirus disease covid19 pandemic florence italy february march 2020,0,0,0,0,1,0,0
covid19 learnt plan future,0,0,0,0,1,0,0
overview lethal human coronaviruses,0,0,0,1,0,0,1
tension pneumothorax patient covid19,1,0,0,0,0,0,0
association ddimers mortality intensive care unit admission acute respiratory distress syndrome patients hospitalized coronavirus disease 2019 covid19 systematic review metaanalysis,0,1,0,0,0,0,1
continuous flexibility analysis sarscov2 spike prefusion structures,0,0,0,1,0,0,0
realworld issues potential solutions hematopoietic cell transplantation covid19 pandemic perspectives worldwide network blood marrow transplantation center international blood marrow transplant research health services international studies committee,0,0,0,0,1,0,0
fabry disease covid19 pandemic treatment continued,0,0,0,0,1,0,0
epigenetic susceptibility severe respiratory viral infections therapeutic implications narrative review,0,0,0,1,0,0,1
combination tocilizumab methylprednisolone along initial lung recruitment strategy coronavirus disease 2019 patients requiring mechanical ventilation series 21 consecutive cases,0,0,0,0,0,0,1
ar12 osu03012 suppresses grp78 expression inhibits sarscov2 replication,0,0,0,1,0,0,1
seasonality uncertainty global covid19 growth rates,0,0,0,0,1,0,0
perioperative infection transmission role anesthesia provider infection control healthcareassociated infections,0,0,0,0,1,0,0
covid19 pneumonia emergency department correlation initial chest ct findings shortterm outcome,0,1,0,0,0,0,1
coronavirus disease 2019 newborns young infants series six patients france,1,0,0,0,0,0,0
potential spreading risks disinfection challenges medical wastewater presence severe acute respiratory syndrome coronavirus 2 sarscov2 viral rna septic tanks fangcang hospital,0,0,0,0,1,0,0
role nonprofit organizations covid19 diabetes care health care inequities role virtual specialty clinic,0,0,0,0,1,0,0
early data case series tracheostomy patients sarscov2,0,0,0,0,1,0,1
emergency restructuring general surgery residency program coronavirus disease 2019 pandemic university washington experience,0,0,0,0,1,0,0
international registry otolaryngologisthead neck surgeons covid19,0,0,0,0,1,0,0
prolonged infectivity sarscov2 fomites,0,0,0,1,0,0,0
quantifying early covid19 outbreak transmission south africa exploring vaccine efficacy scenarios,0,0,0,0,1,1,0
covid19 cancer care international guidelines say,0,0,0,0,1,0,0
masks protect others covid19 reducing inoculum sarscov2 protect wearer,0,0,0,0,1,0,0
relationship trends covid19 prevalence traffic levels south korea,0,0,0,0,1,0,0
testis bloodtestis barrier covid19 infestation role angiotensinconverting enzyme 2 male infertility,0,0,0,1,0,0,1
impact covid19 patientdoctor interaction complex radiation therapy facility,0,0,0,0,1,0,0
ultrasensitive visual detection sarscov2 using allinone dual crisprcas12a assay,0,1,0,0,0,0,0
pooling samples optimize sarscov2 diagnosis rtqpcr comparative analysis two protocols,0,1,0,0,0,0,0
association troponin levels mortality italian patients hospitalized coronavirus disease 2019 results multicenter study,0,1,0,0,0,0,1
emerging attack management strategies nuclear medicine responding covid19acnm member experience advice,0,0,0,0,1,0,0
covid19 ophthalmology underappreciated occupational hazard,0,0,0,0,1,0,0
comorbidities associated mortality 31461 adults covid19 united states federated electronic medical record analysis,0,1,0,0,0,0,1
eeg findings clinical prognostic factors associated mortality prospective cohort inpatients covid19,0,1,0,0,0,0,1
primary health care brasil times covid19 changes challenges perspectives,0,0,0,0,1,0,0
superantigens cause cytokine storm viral sepsis severe covid19 observations hypothesis,0,0,0,1,0,0,1
organizational measures aiming combat covid19 russian federation first experience,0,0,0,0,1,0,0
pneumothorax covid19 pneumonia patient without underlying risk factors,1,0,0,0,0,0,0
rare complication myocardial infarction ventricular septal defect,1,0,0,0,0,0,0
aerosol surface contamination sarscov2 observed quarantine isolation care,0,0,0,0,1,0,0
comparison clinical characteristics outcomes elderly younger patients covid19,0,1,0,0,0,0,1
chloroquine covid19 potential game changer,0,0,0,0,0,0,1
threedimensional printing fight novel virus covid19 technology helping society infectious disease pandemic,0,0,0,0,1,0,0
seroprevalence sarscov2 antibodies among healthy blood donors karachi pakistan,0,1,0,0,0,0,0
hydroxychloroquine use sarscov2 infection nonhuman primates,0,0,0,0,0,0,1
unanticipated effects covid19,0,0,0,0,1,0,0
evaluation commercially available lightmixr modular egene kit using clinical proficiency testing specimens sarscov2 detection,0,1,0,0,0,0,0
defending novel coronavirus covid19 outbreak internet things iot help save world,0,0,0,0,1,0,0
antisarscov2 antibody testing ibd healthcare professionals currently able provide covidfree ibd clinics,0,0,0,0,1,0,0
sarscov2 infection covid19 pregnancy multidisciplinary review,0,0,0,1,1,0,1
selection homemade mask materials preventing transmission covid19 laboratory study,0,0,0,0,1,0,0
effectiveness ophthalmic hospitalbased virtual service covid19,0,0,0,0,1,0,0
covid19 epidemic model latency period,0,0,0,0,1,1,0
speech pathology telepractice children cleft palate times covid19 pandemic,0,0,0,0,1,0,0
predictive modeling deep learning virtual screening molecular dynamics study natural compounds sarscov2 main protease,0,0,0,1,0,0,1
unique characteristics covid19 coagulopathy,0,1,0,1,0,0,0
impact covid19 pandemic emergency department visits united states january 1 2019may 30 2020,0,0,0,0,1,0,0
h1n1 influenza virus patients cystic fibrosis literature review examining disease entities association light 2009 pandemic,0,0,0,0,1,0,0
highly sensitive specific diagnosis covid19 reverse transcription multiple crossdisplacement amplificationlabelled nanoparticles biosensor,0,1,0,0,0,0,0
extent commitment saudis holy ramadan social distancing measures required prevention transmission covid19,0,0,0,0,1,0,0
characteristics respiratory virus infection outbreak 2019 novel coronavirus beijing,0,1,0,0,0,0,0
covid19 pandemic lacrimal practice multipronged resumption strategies getting back feet,0,0,0,0,1,0,0
prevalence chemosensory dysfunction covid19 patients systematic review metaanalysis reveals significant ethnic differences,0,1,0,0,0,0,0
herpes zoster coinfection immunocompetent patient covid19,1,0,0,0,0,0,0
covid19 indonesia,0,0,0,0,1,0,0
potential methanol toxicity importance using standardised alcoholbased hand rub formulation era covid19,0,0,0,0,1,0,0
immunoinformaticsguided design epitopebased vaccine severe acute respiratory syndrome coronavirus 2 spike glycoprotein,0,0,0,1,0,0,1
biliopancreatic endoscopy covid19 pandemic,0,0,0,0,1,0,0
characterization receptorbinding domain rbd 2019 novel coronavirus implication development rbd protein viral attachment inhibitor vaccine,0,0,0,1,0,0,1
immunological aspects coronavirus disease pregnancy integrative review,0,0,0,1,0,0,1
trends number distribution covid19 hotspot counties united states march 8july 15 2020,0,0,0,0,1,0,0
distribution covid19 epidemic correlation population emigration wuhan china,0,0,0,0,1,1,0
impact visitor restriction rules postoperative experience covid19 negative patients undergoing surgery,0,0,0,0,1,0,0
,0,1,0,1,0,0,1
imaging volume trends recovery covid19 pandemic comparative analysis large urban academic hospital affiliated imaging centers,0,0,0,0,1,0,0
site mapping small molecule blind docking reveal possible target site sarscov2 main protease dimer interface,0,0,0,1,0,0,1
using observational data quantify bias travellerderived covid19 prevalence estimates wuhan china,0,0,0,0,0,1,0
vision chinas future urban construction reform perspective comprehensive prevention control multi disasters,0,0,0,0,1,0,0
,0,0,0,0,1,1,0
ethical considerations epidemic vaccine trials,0,0,0,0,0,0,1
herbal medicine management covid19 medical observation period review guidelines,0,0,0,0,0,0,1
covid19 endothelium,0,0,0,1,0,0,0
clinical manifestations children covid19 systematic review,0,1,0,0,0,0,0
social network analysis covid19 public discourse twitter implications risk communication,0,0,0,0,1,0,0
covid19 viralhost interactome analyzed network basedapproach model study pathogenesis sarscov2 infection,0,1,0,1,0,0,1
hypothesis potential pathogenesis sarscov2 infectiona review immune changes patients viral pneumonia,0,0,0,1,0,0,0
four horsemen viral apocalypse pathogenesis sarscov2 infection covid19,0,0,0,1,0,0,1
preying public fears anxieties pandemic businesses selling unproven unlicensed stem cell treatments covid19,0,0,0,0,0,0,1
